shift_cm-1,intensity
1000.0,1.6178003889575947
1001.0,1.1971135389161995
1002.0,1.7526928674540247
1003.0,1.3955744395591165
1004.0,1.2764388129028499
1005.0,1.4770972193071865
1006.0,1.4958355395823113
1007.0,1.4408406042334017
1008.0,1.418065561009258
1009.0,1.4135681944686598
1010.0,1.599231362074536
1011.0,1.536361624096877
1012.0,1.303417482996584
1013.0,1.745329053098824
1014.0,1.4783648474090405
1015.0,1.4635848664827227
1016.0,1.3112730716268342
1017.0,1.4427501972188534
1018.0,1.5562033737395982
1019.0,1.509625286003505
1020.0,1.6436555448983632
1021.0,1.6865124043164612
1022.0,1.3918221550938847
1023.0,1.563559957585665
1024.0,1.5458528733763153
1025.0,1.6002808330348426
1026.0,1.5012655862721913
1027.0,1.4583521882134944
1028.0,1.5482773911452252
1029.0,1.3760244429374617
1030.0,1.7403672967115837
1031.0,1.4763478789130424
1032.0,1.4637982501255695
1033.0,1.214292577060349
1034.0,1.263806803268289
1035.0,1.5333702159938092
1036.0,1.639265889296931
1037.0,1.3340303512718332
1038.0,1.5159153311072924
1039.0,1.5347367913100851
1040.0,1.6073092239484066
1041.0,1.3668381880789484
1042.0,1.1658269605528198
1043.0,1.5266227848949807
1044.0,1.483030582464387
1045.0,1.2733722632098359
1046.0,1.352932854945649
1047.0,1.6058272610098308
1048.0,1.3924803307903473
1049.0,1.6370447939784034
1050.0,1.4084812191055895
1051.0,1.756867158091137
1052.0,1.6981436980265485
1053.0,1.4040279842446037
1054.0,1.323527577257037
1055.0,1.501524246606651
1056.0,1.0848792380504595
1057.0,1.6256122954650274
1058.0,1.5656260187780604
1059.0,1.3737323727623947
1060.0,1.6248115824203215
1061.0,1.4991378513125362
1062.0,1.5093684700258354
1063.0,1.599351223224578
1064.0,1.2371008873601872
1065.0,1.417929816533843
1066.0,1.3135039985783947
1067.0,1.4477177393758434
1068.0,1.459205525730784
1069.0,1.5104205688626549
1070.0,1.3622470192650507
1071.0,1.5906246468816567
1072.0,1.4202718906485687
1073.0,1.358706686647307
1074.0,1.57122162490079
1075.0,1.790636006645188
1076.0,1.5432547054020058
1077.0,1.1270818339195048
1078.0,1.343406651101141
1079.0,1.4765387161370411
1080.0,1.4414433996337317
1081.0,1.6511677496186905
1082.0,1.4574891534374048
1083.0,1.5562009639192855
1084.0,1.6562103256546021
1085.0,1.455785455540986
1086.0,1.3942916826063205
1087.0,1.396332670407868
1088.0,1.3268882645260018
1089.0,1.4292494127251008
1090.0,1.8067951284493478
1091.0,1.5156959697484265
1092.0,1.2460382582605227
1093.0,1.2916469085139914
1094.0,1.2837451927826637
1095.0,1.2384534736194435
1096.0,1.4573017986390497
1097.0,1.727367496925803
1098.0,1.4965937098631876
1099.0,1.283465274072382
1100.0,1.414422768121101
1101.0,1.5644617127970086
1102.0,1.5173768965975984
1103.0,1.500970984089627
1104.0,1.5073835777573554
1105.0,1.6030127775191674
1106.0,1.4769829400177028
1107.0,1.6579807105131745
1108.0,1.410533145315115
1109.0,1.5884522295207426
1110.0,1.3032848261990957
1111.0,1.2862217591627023
1112.0,1.660064110968563
1113.0,1.3032918466020056
1114.0,1.6099957202942128
1115.0,1.4541351588399114
1116.0,1.6032824168588797
1117.0,1.59319220053842
