shift_cm-1,intensity
1000.0,0.6610548189625505
1001.0,2.724883284383831
1002.0,1.961973801810112
1003.0,2.6322694491026084
1004.0,5.073305022184293
1005.0,0.550657644649502
1006.0,2.0965049621898997
1007.0,2.1978492718866
1008.0,-1.3915822815754435
1009.0,1.9257797603307214
1010.0,3.979760802455062
1011.0,2.629564216105853
1012.0,2.9528534187844904
1013.0,7.073604810195212
1014.0,2.8857813955659193
1015.0,3.549170797661426
1016.0,2.5297916757539762
1017.0,3.2492749004660078
1018.0,2.623982963940642
1019.0,1.8197894976416997
1020.0,3.6463253647560516
1021.0,4.518529647717506
1022.0,0.6734247814884284
1023.0,2.306196422657158
1024.0,2.6505634570537717
1025.0,3.7017774223439956
1026.0,6.634313606423744
1027.0,1.3130010321062364
1028.0,4.8541267490550934
1029.0,5.051079938382551
1030.0,7.761442830460922
1031.0,4.2571409777462
1032.0,0.7508703149012312
1033.0,2.6749843660796024
1034.0,2.9345991838755414
1035.0,-2.4989436575633017
1036.0,5.488951739116303
1037.0,4.7543263349049285
1038.0,-0.03524351178862428
1039.0,5.341819697484223
1040.0,5.928390091688672
1041.0,1.85023695302773
1042.0,5.043348461480267
1043.0,4.766805897048227
1044.0,0.5705546435332436
1045.0,5.095042838162483
1046.0,2.3884529435696
1047.0,2.742838907541438
1048.0,2.8371522792490698
1049.0,4.2720720959364105
1050.0,5.4571252294148875
1051.0,2.0067539067376963
1052.0,0.6165113315443533
1053.0,1.8207978547428019
1054.0,2.9684977431297037
1055.0,3.481810088218095
1056.0,4.724899456851228
1057.0,6.8364039303596105
1058.0,-0.05621257702361637
1059.0,7.349055294023413
1060.0,2.1166141312948703
1061.0,3.145075942013204
1062.0,4.061115144588334
1063.0,-2.2055269020742543
1064.0,6.769753583972713
1065.0,3.3360188084881184
1066.0,5.106494266998766
1067.0,6.000873181463003
1068.0,6.439393717941135
1069.0,1.9722055442558117
1070.0,2.5490466447599687
1071.0,4.12281805023067
1072.0,4.137764374679947
1073.0,2.5744937946178257
1074.0,4.350470474680262
1075.0,4.421849850600532
1076.0,1.1648045651546934
1077.0,-0.017920639580233377
1078.0,5.655488051818718
1079.0,5.595080579954444
1080.0,4.905078224181155
1081.0,7.0400190115194725
1082.0,5.064001140030324
1083.0,7.164335006275534
1084.0,1.6938161478735245
1085.0,3.8574901480509523
1086.0,1.0772514434991933
1087.0,4.32829546331446
1088.0,4.381350756509077
1089.0,5.282777622756035
1090.0,4.11756479108034
1091.0,5.714463092090477
1092.0,1.8552464671746818
1093.0,0.9299815008383554
1094.0,4.565590847615277
1095.0,1.4101223832003127
1096.0,1.2603411955369626
1097.0,3.98706164442411
1098.0,5.302531811569928
1099.0,6.359445601777924
1100.0,2.827125034845094
1101.0,0.7866940342725881
1102.0,1.717587731663639
1103.0,4.959244246047526
1104.0,7.048984884043064
1105.0,6.442025025783054
1106.0,4.890359851387781
1107.0,5.395983438367353
1108.0,6.963973836448048
1109.0,7.316917448121686
1110.0,6.253371690350854
1111.0,-0.538948255544125
1112.0,5.3031228812741595
1113.0,3.479836658963676
1114.0,7.166857267864074
1115.0,7.85306788739884
1116.0,7.2569004506043955
1117.0,1.3115312666706576
1118.0,4.4958590612371445
1119.0,5.379665398075312
1120.0,2.3522719137989347
1121.0,9.792142437751718
1122.0,4.095510148770744
1123.0,5.190010727565381
1124.0,4.9022053350948465
1125.0,9.82621699207094
1126.0,6.1256587869852215
1127.0,6.071687889367735
1128.0,6.2181194891835485
1129.0,3.0671587720496256
1130.0,4.040987632516904
1131.0,1.9016562651875781
1132.0,5.194400747799827
1133.0,7.087785980284976
1134.0,6.079864405998155
1135.0,8.041179309255867
1136.0,3.6301004201869174
1137.0,4.121620882425832
1138.0,6.680623104194842
1139.0,3.918872062770262
1140.0,6.647879894155645
1141.0,5.344935673724517
1142.0,7.863249900250044
1143.0,5.175021995160872
1144.0,4.851795702274067
1145.0,4.174194812981526
1146.0,5.972671426126332
1147.0,6.544116314869805
1148.0,9.256660754897439
1149.0,5.592309620506244
1150.0,6.806488077804585
1151.0,4.069665970695775
1152.0,6.299902789854916
1153.0,4.692043922187877
1154.0,4.69032838601789
1155.0,5.510667111040841
1156.0,10.114375909367936
1157.0,7.081899244628802
1158.0,9.02175631662542
1159.0,9.059147272164605
1160.0,7.750924403030801
1161.0,5.941687512570499
1162.0,5.3903343710173415
1163.0,8.286131572223569
1164.0,7.156768998123914
1165.0,7.828942926745906
1166.0,10.763900535863709
1167.0,8.651050630168639
1168.0,9.644975557410524
1169.0,6.668400464031372
1170.0,8.058352570450435
1171.0,5.832261544680237
1172.0,5.881684395730144
1173.0,4.83680846236491
1174.0,8.381774158590193
1175.0,5.916576991929153
1176.0,6.324628236602699
1177.0,8.509159674301111
1178.0,9.869474336860778
1179.0,9.255865780545674
