case_id,stage,severity,snr_label,instance,csv,truth_json,generator_families,true_id_ig_area,true_id_ig_height
tierB_stage1_blnone_snr200_i0,1,none,200,0,tierB_stage1_blnone_snr200_i0.csv,tierB_stage1_blnone_snr200_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9881097490708532,1.628064011062126
tierB_stage1_blnone_snr200_i1,1,none,200,1,tierB_stage1_blnone_snr200_i1.csv,tierB_stage1_blnone_snr200_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9852845192454293,2.058745868486929
tierB_stage1_blnone_snr200_i2,1,none,200,2,tierB_stage1_blnone_snr200_i2.csv,tierB_stage1_blnone_snr200_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9892386501522488,0.9117106917942878
tierB_stage1_blnone_snr200_i3,1,none,200,3,tierB_stage1_blnone_snr200_i3.csv,tierB_stage1_blnone_snr200_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9882894570592773,2.120834818943075
tierB_stage1_blnone_snr200_i4,1,none,200,4,tierB_stage1_blnone_snr200_i4.csv,tierB_stage1_blnone_snr200_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9870074448862801,1.3776635423763655
tierB_stage1_blnone_snr50_i0,1,none,50,0,tierB_stage1_blnone_snr50_i0.csv,tierB_stage1_blnone_snr50_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9858325359404569,1.9012932356451526
tierB_stage1_blnone_snr50_i1,1,none,50,1,tierB_stage1_blnone_snr50_i1.csv,tierB_stage1_blnone_snr50_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9876857649557984,1.0803356692199486
tierB_stage1_blnone_snr50_i2,1,none,50,2,tierB_stage1_blnone_snr50_i2.csv,tierB_stage1_blnone_snr50_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9853740720021412,1.6611061720284317
tierB_stage1_blnone_snr50_i3,1,none,50,3,tierB_stage1_blnone_snr50_i3.csv,tierB_stage1_blnone_snr50_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9851880521481869,0.9753183933099574
tierB_stage1_blnone_snr50_i4,1,none,50,4,tierB_stage1_blnone_snr50_i4.csv,tierB_stage1_blnone_snr50_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9848712038504553,1.8734010646195705
tierB_stage1_blnone_snr15_i0,1,none,15,0,tierB_stage1_blnone_snr15_i0.csv,tierB_stage1_blnone_snr15_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9833537027444251,1.0129502420258474
tierB_stage1_blnone_snr15_i1,1,none,15,1,tierB_stage1_blnone_snr15_i1.csv,tierB_stage1_blnone_snr15_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9894734464106708,1.871855499456318
tierB_stage1_blnone_snr15_i2,1,none,15,2,tierB_stage1_blnone_snr15_i2.csv,tierB_stage1_blnone_snr15_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9838961717721272,1.5298398498940664
tierB_stage1_blnone_snr15_i3,1,none,15,3,tierB_stage1_blnone_snr15_i3.csv,tierB_stage1_blnone_snr15_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9830343199816676,1.5913528253396505
tierB_stage1_blnone_snr15_i4,1,none,15,4,tierB_stage1_blnone_snr15_i4.csv,tierB_stage1_blnone_snr15_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9884477373774719,1.817878325522576
tierB_stage1_blmild_snr200_i0,1,mild,200,0,tierB_stage1_blmild_snr200_i0.csv,tierB_stage1_blmild_snr200_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9865042525107663,1.6303355843487222
tierB_stage1_blmild_snr200_i1,1,mild,200,1,tierB_stage1_blmild_snr200_i1.csv,tierB_stage1_blmild_snr200_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9844313497074288,1.4756643505687652
tierB_stage1_blmild_snr200_i2,1,mild,200,2,tierB_stage1_blmild_snr200_i2.csv,tierB_stage1_blmild_snr200_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9860627966539256,1.2355341570261498
tierB_stage1_blmild_snr200_i3,1,mild,200,3,tierB_stage1_blmild_snr200_i3.csv,tierB_stage1_blmild_snr200_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9873349157251448,1.4520821113355287
tierB_stage1_blmild_snr200_i4,1,mild,200,4,tierB_stage1_blmild_snr200_i4.csv,tierB_stage1_blmild_snr200_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9839062689400324,1.3350647539661311
tierB_stage1_blmild_snr50_i0,1,mild,50,0,tierB_stage1_blmild_snr50_i0.csv,tierB_stage1_blmild_snr50_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9853430259034758,1.0968007427453064
tierB_stage1_blmild_snr50_i1,1,mild,50,1,tierB_stage1_blmild_snr50_i1.csv,tierB_stage1_blmild_snr50_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9873721162815478,1.4202067977368815
tierB_stage1_blmild_snr50_i2,1,mild,50,2,tierB_stage1_blmild_snr50_i2.csv,tierB_stage1_blmild_snr50_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9862447212830387,1.2196713509262167
tierB_stage1_blmild_snr50_i3,1,mild,50,3,tierB_stage1_blmild_snr50_i3.csv,tierB_stage1_blmild_snr50_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9880759703742558,2.0312692710173557
tierB_stage1_blmild_snr50_i4,1,mild,50,4,tierB_stage1_blmild_snr50_i4.csv,tierB_stage1_blmild_snr50_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9860896276951182,2.1531905171084906
tierB_stage1_blmild_snr15_i0,1,mild,15,0,tierB_stage1_blmild_snr15_i0.csv,tierB_stage1_blmild_snr15_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9867367703802634,1.7211861351708049
tierB_stage1_blmild_snr15_i1,1,mild,15,1,tierB_stage1_blmild_snr15_i1.csv,tierB_stage1_blmild_snr15_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9872036967402064,1.368723857866199
tierB_stage1_blmild_snr15_i2,1,mild,15,2,tierB_stage1_blmild_snr15_i2.csv,tierB_stage1_blmild_snr15_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9865163032504439,1.7646857974924337
tierB_stage1_blmild_snr15_i3,1,mild,15,3,tierB_stage1_blmild_snr15_i3.csv,tierB_stage1_blmild_snr15_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9882648777979977,1.3372506951095162
tierB_stage1_blmild_snr15_i4,1,mild,15,4,tierB_stage1_blmild_snr15_i4.csv,tierB_stage1_blmild_snr15_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9862067017704664,1.5609568329333234
tierB_stage1_blstrong_snr200_i0,1,strong,200,0,tierB_stage1_blstrong_snr200_i0.csv,tierB_stage1_blstrong_snr200_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9874943207944161,2.3840192736461625
tierB_stage1_blstrong_snr200_i1,1,strong,200,1,tierB_stage1_blstrong_snr200_i1.csv,tierB_stage1_blstrong_snr200_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9865064098583158,1.4193073732881907
tierB_stage1_blstrong_snr200_i2,1,strong,200,2,tierB_stage1_blstrong_snr200_i2.csv,tierB_stage1_blstrong_snr200_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9863462723447655,1.4939802631981012
tierB_stage1_blstrong_snr200_i3,1,strong,200,3,tierB_stage1_blstrong_snr200_i3.csv,tierB_stage1_blstrong_snr200_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9830926648639249,1.0612292192266515
tierB_stage1_blstrong_snr200_i4,1,strong,200,4,tierB_stage1_blstrong_snr200_i4.csv,tierB_stage1_blstrong_snr200_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9861447055013138,1.5943590395537213
tierB_stage1_blstrong_snr50_i0,1,strong,50,0,tierB_stage1_blstrong_snr50_i0.csv,tierB_stage1_blstrong_snr50_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9862333504681384,1.7768509407555795
tierB_stage1_blstrong_snr50_i1,1,strong,50,1,tierB_stage1_blstrong_snr50_i1.csv,tierB_stage1_blstrong_snr50_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9877601771616605,1.8210769705909462
tierB_stage1_blstrong_snr50_i2,1,strong,50,2,tierB_stage1_blstrong_snr50_i2.csv,tierB_stage1_blstrong_snr50_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9868712042326189,1.474714828780488
tierB_stage1_blstrong_snr50_i3,1,strong,50,3,tierB_stage1_blstrong_snr50_i3.csv,tierB_stage1_blstrong_snr50_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9834308701176186,1.360961811019491
tierB_stage1_blstrong_snr50_i4,1,strong,50,4,tierB_stage1_blstrong_snr50_i4.csv,tierB_stage1_blstrong_snr50_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9875232183643345,1.9694129215963116
tierB_stage1_blstrong_snr15_i0,1,strong,15,0,tierB_stage1_blstrong_snr15_i0.csv,tierB_stage1_blstrong_snr15_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9857623567160096,1.364127502347332
tierB_stage1_blstrong_snr15_i1,1,strong,15,1,tierB_stage1_blstrong_snr15_i1.csv,tierB_stage1_blstrong_snr15_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9844587437262138,1.7036708500441304
tierB_stage1_blstrong_snr15_i2,1,strong,15,2,tierB_stage1_blstrong_snr15_i2.csv,tierB_stage1_blstrong_snr15_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9866636053639913,2.257060816526734
tierB_stage1_blstrong_snr15_i3,1,strong,15,3,tierB_stage1_blstrong_snr15_i3.csv,tierB_stage1_blstrong_snr15_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9850152482416352,1.24787448750231
tierB_stage1_blstrong_snr15_i4,1,strong,15,4,tierB_stage1_blstrong_snr15_i4.csv,tierB_stage1_blstrong_snr15_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9871424423157881,2.314819346945738
tierB_stage2_blnone_snr200_i0,2,none,200,0,tierB_stage2_blnone_snr200_i0.csv,tierB_stage2_blnone_snr200_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9910697851972884,1.8111128644517733
tierB_stage2_blnone_snr200_i1,2,none,200,1,tierB_stage2_blnone_snr200_i1.csv,tierB_stage2_blnone_snr200_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9922925004835615,2.115054269858602
tierB_stage2_blnone_snr200_i2,2,none,200,2,tierB_stage2_blnone_snr200_i2.csv,tierB_stage2_blnone_snr200_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9939853153766631,2.259249006792257
tierB_stage2_blnone_snr200_i3,2,none,200,3,tierB_stage2_blnone_snr200_i3.csv,tierB_stage2_blnone_snr200_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9897131055013074,1.3459397714240322
tierB_stage2_blnone_snr200_i4,2,none,200,4,tierB_stage2_blnone_snr200_i4.csv,tierB_stage2_blnone_snr200_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.988103357466084,1.5443298067883267
tierB_stage2_blnone_snr50_i0,2,none,50,0,tierB_stage2_blnone_snr50_i0.csv,tierB_stage2_blnone_snr50_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9925992808703886,0.9274292933765161
tierB_stage2_blnone_snr50_i1,2,none,50,1,tierB_stage2_blnone_snr50_i1.csv,tierB_stage2_blnone_snr50_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9910214089689335,3.0248839236520304
tierB_stage2_blnone_snr50_i2,2,none,50,2,tierB_stage2_blnone_snr50_i2.csv,tierB_stage2_blnone_snr50_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9897521667114043,1.2277116943374176
tierB_stage2_blnone_snr50_i3,2,none,50,3,tierB_stage2_blnone_snr50_i3.csv,tierB_stage2_blnone_snr50_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9893601989261074,1.638375515466184
tierB_stage2_blnone_snr50_i4,2,none,50,4,tierB_stage2_blnone_snr50_i4.csv,tierB_stage2_blnone_snr50_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9900132668436649,1.063228757841375
tierB_stage2_blnone_snr15_i0,2,none,15,0,tierB_stage2_blnone_snr15_i0.csv,tierB_stage2_blnone_snr15_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9904343550874651,1.1459595803828106
tierB_stage2_blnone_snr15_i1,2,none,15,1,tierB_stage2_blnone_snr15_i1.csv,tierB_stage2_blnone_snr15_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9893417890474613,1.3114146049204891
tierB_stage2_blnone_snr15_i2,2,none,15,2,tierB_stage2_blnone_snr15_i2.csv,tierB_stage2_blnone_snr15_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9905733666229491,1.7232956755539686
tierB_stage2_blnone_snr15_i3,2,none,15,3,tierB_stage2_blnone_snr15_i3.csv,tierB_stage2_blnone_snr15_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9907414527389967,1.8224994156742407
tierB_stage2_blnone_snr15_i4,2,none,15,4,tierB_stage2_blnone_snr15_i4.csv,tierB_stage2_blnone_snr15_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.989817211576681,1.4318637030640795
tierB_stage2_blmild_snr200_i0,2,mild,200,0,tierB_stage2_blmild_snr200_i0.csv,tierB_stage2_blmild_snr200_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9910027722646584,1.6558827661833813
tierB_stage2_blmild_snr200_i1,2,mild,200,1,tierB_stage2_blmild_snr200_i1.csv,tierB_stage2_blmild_snr200_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9890176378065205,0.9779532484915684
tierB_stage2_blmild_snr200_i2,2,mild,200,2,tierB_stage2_blmild_snr200_i2.csv,tierB_stage2_blmild_snr200_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9921550860616728,2.112570273799777
tierB_stage2_blmild_snr200_i3,2,mild,200,3,tierB_stage2_blmild_snr200_i3.csv,tierB_stage2_blmild_snr200_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9907359717376896,1.4389838929363337
tierB_stage2_blmild_snr200_i4,2,mild,200,4,tierB_stage2_blmild_snr200_i4.csv,tierB_stage2_blmild_snr200_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9878446242848558,0.8883803620529953
tierB_stage2_blmild_snr50_i0,2,mild,50,0,tierB_stage2_blmild_snr50_i0.csv,tierB_stage2_blmild_snr50_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9911074502950071,1.6258424725345173
tierB_stage2_blmild_snr50_i1,2,mild,50,1,tierB_stage2_blmild_snr50_i1.csv,tierB_stage2_blmild_snr50_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9906975554540499,1.1904906947325067
tierB_stage2_blmild_snr50_i2,2,mild,50,2,tierB_stage2_blmild_snr50_i2.csv,tierB_stage2_blmild_snr50_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9907624572109633,1.4421510351085813
tierB_stage2_blmild_snr50_i3,2,mild,50,3,tierB_stage2_blmild_snr50_i3.csv,tierB_stage2_blmild_snr50_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9910191716851118,2.081615614438373
tierB_stage2_blmild_snr50_i4,2,mild,50,4,tierB_stage2_blmild_snr50_i4.csv,tierB_stage2_blmild_snr50_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9927712492388487,3.155470201458887
tierB_stage2_blmild_snr15_i0,2,mild,15,0,tierB_stage2_blmild_snr15_i0.csv,tierB_stage2_blmild_snr15_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9922946097286658,1.8111764185316557
tierB_stage2_blmild_snr15_i1,2,mild,15,1,tierB_stage2_blmild_snr15_i1.csv,tierB_stage2_blmild_snr15_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9917235961731917,2.2171420285654433
tierB_stage2_blmild_snr15_i2,2,mild,15,2,tierB_stage2_blmild_snr15_i2.csv,tierB_stage2_blmild_snr15_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9916249025856618,1.157485778022135
tierB_stage2_blmild_snr15_i3,2,mild,15,3,tierB_stage2_blmild_snr15_i3.csv,tierB_stage2_blmild_snr15_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9903333896185256,2.432655287610274
tierB_stage2_blmild_snr15_i4,2,mild,15,4,tierB_stage2_blmild_snr15_i4.csv,tierB_stage2_blmild_snr15_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9909156727843568,1.3259929876730887
tierB_stage2_blstrong_snr200_i0,2,strong,200,0,tierB_stage2_blstrong_snr200_i0.csv,tierB_stage2_blstrong_snr200_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9912384059914473,1.6880744367377096
tierB_stage2_blstrong_snr200_i1,2,strong,200,1,tierB_stage2_blstrong_snr200_i1.csv,tierB_stage2_blstrong_snr200_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9890039160938792,1.425661531976778
tierB_stage2_blstrong_snr200_i2,2,strong,200,2,tierB_stage2_blstrong_snr200_i2.csv,tierB_stage2_blstrong_snr200_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9905128702915704,1.248071018532467
tierB_stage2_blstrong_snr200_i3,2,strong,200,3,tierB_stage2_blstrong_snr200_i3.csv,tierB_stage2_blstrong_snr200_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9910380125569181,1.4085277003360306
tierB_stage2_blstrong_snr200_i4,2,strong,200,4,tierB_stage2_blstrong_snr200_i4.csv,tierB_stage2_blstrong_snr200_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9930795020346214,3.2529374860932414
tierB_stage2_blstrong_snr50_i0,2,strong,50,0,tierB_stage2_blstrong_snr50_i0.csv,tierB_stage2_blstrong_snr50_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9937453681030266,3.5191162377699747
tierB_stage2_blstrong_snr50_i1,2,strong,50,1,tierB_stage2_blstrong_snr50_i1.csv,tierB_stage2_blstrong_snr50_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9912528795582042,1.7690587145422847
tierB_stage2_blstrong_snr50_i2,2,strong,50,2,tierB_stage2_blstrong_snr50_i2.csv,tierB_stage2_blstrong_snr50_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9890645431169528,1.074946607264071
tierB_stage2_blstrong_snr50_i3,2,strong,50,3,tierB_stage2_blstrong_snr50_i3.csv,tierB_stage2_blstrong_snr50_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9918305616140765,1.2332737917720142
tierB_stage2_blstrong_snr50_i4,2,strong,50,4,tierB_stage2_blstrong_snr50_i4.csv,tierB_stage2_blstrong_snr50_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9895941647363204,1.495814411659837
tierB_stage2_blstrong_snr15_i0,2,strong,15,0,tierB_stage2_blstrong_snr15_i0.csv,tierB_stage2_blstrong_snr15_i0_truth.json,composite_lorentzians;emg;mixed_voigt,0.9904880080399623,1.7058048234490182
tierB_stage2_blstrong_snr15_i1,2,strong,15,1,tierB_stage2_blstrong_snr15_i1.csv,tierB_stage2_blstrong_snr15_i1_truth.json,composite_lorentzians;emg;mixed_voigt,0.9901679768230867,1.1243306973054377
tierB_stage2_blstrong_snr15_i2,2,strong,15,2,tierB_stage2_blstrong_snr15_i2.csv,tierB_stage2_blstrong_snr15_i2_truth.json,composite_lorentzians;emg;mixed_voigt,0.9905521825837359,1.468197176732346
tierB_stage2_blstrong_snr15_i3,2,strong,15,3,tierB_stage2_blstrong_snr15_i3.csv,tierB_stage2_blstrong_snr15_i3_truth.json,composite_lorentzians;emg;mixed_voigt,0.9912616811806801,2.0219246773570125
tierB_stage2_blstrong_snr15_i4,2,strong,15,4,tierB_stage2_blstrong_snr15_i4.csv,tierB_stage2_blstrong_snr15_i4_truth.json,composite_lorentzians;emg;mixed_voigt,0.9890121295891293,1.1872004314524378
