shift_cm-1,intensity
800.0,10.993266078569153
801.0,11.417186582388114
802.0,11.937286407713483
803.0,14.563623715576117
804.0,16.732342008615163
805.0,12.472213696800672
806.0,12.727540867785642
807.0,12.489009538805183
808.0,11.03392556457697
809.0,10.535528300131093
810.0,14.109037446007692
811.0,14.7344569907418
812.0,14.693721183124694
813.0,14.505930214701582
814.0,14.070291293618611
815.0,12.780217071288419
816.0,12.920828895795971
817.0,12.40387849052047
818.0,13.159164541273404
819.0,15.611523720296368
820.0,13.485997161991856
821.0,11.228225161480378
822.0,17.841477750790887
823.0,14.395012014501999
824.0,14.444135805553914
825.0,14.804112735755746
826.0,17.2175455148056
827.0,15.75274251608305
828.0,13.568559914354642
829.0,13.712438362160235
830.0,12.22058476235268
831.0,13.096511687267796
832.0,15.118085240465732
833.0,13.811056563065044
834.0,18.732913471869608
835.0,15.96145848692898
836.0,11.090946270792973
837.0,16.454339308980423
838.0,16.553435263326858
839.0,11.739713212765585
840.0,12.933697608526797
841.0,16.430242971271625
842.0,14.427870066450877
843.0,13.939219779014795
844.0,15.043267021155582
845.0,15.299197237166437
846.0,11.537697483919766
847.0,15.361214826589086
848.0,15.00072546608854
849.0,14.880294394658092
850.0,13.052286434991782
851.0,14.154304414733078
852.0,15.6116000746778
853.0,14.28942280771626
854.0,11.519331960771114
855.0,13.078943004787304
856.0,14.12320753892742
857.0,13.813841201893217
858.0,12.662328859077219
859.0,13.654486496287214
860.0,12.470312082492194
861.0,11.958665911208687
862.0,16.853872016149715
863.0,14.241660090400668
864.0,13.060858876116065
865.0,14.892183485691413
866.0,13.088390707111458
867.0,15.6044341713244
868.0,12.75101662650864
869.0,11.490014759050702
870.0,14.298385997861981
871.0,13.97423906729668
872.0,14.116161602416096
873.0,14.643893230855658
874.0,15.709555850557368
875.0,11.971495550244448
876.0,15.935619667098162
877.0,13.5117980581687
878.0,14.007316843398504
879.0,14.00101956514084
880.0,13.993277072693935
881.0,15.638739296984184
882.0,15.591452006667145
883.0,14.00833632093899
884.0,14.041778781646785
885.0,13.319310603476838
886.0,13.318374106573494
887.0,12.108358056720252
888.0,19.37515923565558
889.0,15.821183493559648
890.0,13.23871065097883
891.0,14.223456146134371
892.0,13.333111791884997
893.0,13.855638132702046
894.0,12.233858353210067
895.0,17.10050408831613
896.0,14.698576656576385
897.0,14.623035968750948
898.0,14.875920466690184
899.0,15.193121493918614
900.0,13.21921791428885
901.0,16.04654308383979
902.0,14.147074205727947
903.0,18.494482791649844
904.0,14.370971631761025
905.0,10.823807185088608
906.0,16.05314172181037
907.0,13.831906265019915
908.0,13.879866070277233
909.0,16.086255786606092
910.0,14.9287283939684
911.0,14.772750568422806
912.0,15.83001221523758
913.0,15.219421781675086
914.0,16.57474027494199
915.0,15.58911726401097
916.0,12.01678991925839
917.0,17.232854782658237
918.0,15.434989062818174
919.0,19.236975542718362
920.0,11.93708833647742
921.0,18.263533493534354
922.0,14.560939083199703
923.0,15.095882825828598
924.0,14.595972850239557
925.0,14.213845913686905
926.0,16.79032885854006
927.0,13.33441556389565
928.0,18.18236061294624
929.0,13.728894622096696
930.0,14.085104052207104
931.0,15.287413875304406
932.0,12.282348756390128
933.0,16.571412364542798
934.0,15.108771984877503
935.0,14.976548122491467
936.0,16.781877533180136
937.0,16.840730883621237
938.0,15.973315176437868
939.0,10.74303071116485
940.0,13.358248156375407
941.0,16.220372756299962
942.0,15.979836967503589
943.0,13.76458394474191
944.0,14.264123840097032
945.0,18.068854940803522
946.0,15.888117028436492
947.0,17.551894424531795
948.0,14.542949750264171
949.0,18.443772372007064
950.0,12.88806749835389
951.0,15.323638681237465
952.0,15.325353620458433
953.0,14.851075504167053
954.0,10.040877120165153
955.0,15.23928908477666
956.0,15.981527010369158
957.0,16.889992055760224
958.0,13.439353134241427
959.0,19.222891090708117
960.0,14.923245893287017
961.0,11.111307973445317
962.0,12.539295091844961
963.0,17.56027931229559
964.0,17.634753331234236
965.0,16.286140476194017
966.0,15.071975160530656
967.0,16.657565912776796
968.0,14.352965785163374
969.0,12.816813283201624
970.0,15.003864863098734
971.0,13.47050110697861
972.0,17.10016111020518
973.0,17.65189800672888
974.0,16.013061636916603
975.0,15.355923523658056
976.0,14.395285279004002
977.0,17.93592342767771
978.0,13.942701648881192
979.0,12.677545053900161
980.0,17.22107088421044
981.0,15.873375848138535
982.0,14.412313811812275
983.0,12.020835671184338
984.0,17.157797100481883
985.0,12.049171830494643
986.0,14.122613922402927
987.0,17.853401070255423
988.0,14.434830954849785
989.0,17.02107210568594
990.0,15.325676520036984
991.0,16.316988443098655
992.0,13.965204887222246
993.0,16.988641881970445
994.0,18.50180166142058
995.0,16.244378583315623
996.0,15.051055817540918
997.0,15.92594949548372
998.0,13.224375567065696
999.0,14.331722041779654
1000.0,17.083313766357726
1001.0,16.48098585919627
1002.0,14.583552915289847
1003.0,11.593619407938913
1004.0,17.528835442426747
1005.0,16.39461086645201
1006.0,16.024007686746625
1007.0,17.929294127291765
1008.0,15.309303951206907
1009.0,16.439903351925754
1010.0,14.496653158112212
1011.0,16.334081200657764
1012.0,16.926520872667066
1013.0,10.990236111665759
1014.0,15.635720896248435
1015.0,14.183961477177323
1016.0,16.403664539859506
1017.0,12.64268183072159
1018.0,15.470071708115286
1019.0,16.970381965381904
1020.0,15.158835134051436
1021.0,17.042748790357322
1022.0,11.267207048358355
1023.0,16.368785641895442
1024.0,19.701285675701428
1025.0,17.138603563853756
1026.0,17.219142163442783
1027.0,13.780724360734048
1028.0,15.630912615954129
1029.0,13.611150266452054
1030.0,16.99582045373289
1031.0,17.04773976741622
1032.0,15.126111715535403
1033.0,15.592171620848132
1034.0,18.451558086115295
1035.0,21.2173886986287
1036.0,16.25173272807253
1037.0,16.28577940564093
1038.0,13.672460865141804
1039.0,17.33944847951605
1040.0,14.053190631045455
1041.0,20.834806591189786
1042.0,17.880071484661627
1043.0,14.205130083221555
1044.0,17.75376863523539
1045.0,14.491074297390137
1046.0,15.122144356925032
1047.0,17.046076454348714
1048.0,17.53136388216113
1049.0,19.476117710772645
1050.0,16.057814583083466
1051.0,16.25123681528425
1052.0,16.617034254203077
1053.0,16.43328931525705
1054.0,13.561596195971012
1055.0,15.861100045875924
1056.0,18.267804250086275
1057.0,17.13799811933283
1058.0,15.533336449032547
1059.0,17.357032761209766
1060.0,18.846222079753097
1061.0,16.544027521972467
1062.0,16.89180875987995
1063.0,18.11398513728793
1064.0,17.089555434373686
1065.0,18.273804460583737
1066.0,18.915102223626523
1067.0,20.843852721708764
1068.0,14.801186597598564
1069.0,14.379958714630634
1070.0,19.06308923071402
1071.0,17.29696643854272
1072.0,16.425622805440224
1073.0,17.566599327325214
1074.0,19.81705662696999
1075.0,20.72631133739358
1076.0,21.840761115293187
1077.0,16.176181736576627
1078.0,16.96205136728997
1079.0,19.958149471133623
1080.0,18.790744747700636
1081.0,13.294838664722233
1082.0,18.43184818621725
1083.0,16.75811870457056
1084.0,16.478455058254045
1085.0,15.762908136716472
1086.0,17.53789865528405
1087.0,15.756851502404366
1088.0,18.946908635603002
1089.0,19.291402876172675
1090.0,16.961475050585914
1091.0,14.160015873078533
1092.0,16.74276939891985
1093.0,18.3637167871453
1094.0,18.47620934901355
1095.0,18.502479561782504
1096.0,15.945805352469268
1097.0,16.814147564942218
1098.0,18.15142145900463
1099.0,14.93498675228023
1100.0,15.048056655101428
1101.0,20.930467340169795
1102.0,16.000583656408732
1103.0,19.98154661992955
1104.0,18.65360265856839
1105.0,17.508257448388463
1106.0,17.25509933428725
1107.0,13.435937834767994
1108.0,15.754989530058472
1109.0,14.152426128339739
1110.0,17.18553641634043
1111.0,23.612725581042223
1112.0,19.986747640068746
1113.0,16.554110429550963
1114.0,16.92666412136328
1115.0,18.96024359278193
1116.0,19.83019785870248
1117.0,19.14358175752402
1118.0,17.906288447909223
1119.0,19.068814930011374
1120.0,15.961246375538334
1121.0,17.68472843479963
1122.0,19.445863009704563
1123.0,19.2104857880502
1124.0,19.755080569304017
1125.0,16.303534229751957
1126.0,18.47932166163142
1127.0,16.095471897000536
1128.0,18.767851724011127
1129.0,15.305262733846877
1130.0,19.00394388213074
1131.0,19.630631621078237
1132.0,19.3941544338042
1133.0,19.415062528955033
1134.0,19.98532074721348
1135.0,18.240521672553708
1136.0,15.481488918903143
1137.0,18.959382823302793
1138.0,14.595251801934529
1139.0,17.417550159325963
1140.0,16.14097715168684
1141.0,15.878813846167404
1142.0,18.619722864440178
1143.0,15.953314050922994
1144.0,16.037659078329238
1145.0,17.60756271292788
1146.0,16.324629489898907
1147.0,21.684336218065607
1148.0,21.650633720127843
1149.0,16.677811829851894
1150.0,20.303667716956934
1151.0,20.652207278011776
1152.0,20.03387354150095
1153.0,19.349362362245657
1154.0,18.102287057297154
1155.0,20.52476869013336
1156.0,17.38435114786868
1157.0,20.816491044578303
1158.0,21.460814962975828
1159.0,20.698958511645547
1160.0,18.614970094880793
1161.0,15.056055289585856
1162.0,20.43163890475749
1163.0,16.470706412295787
1164.0,18.09920402632135
1165.0,18.890310119668946
1166.0,12.824721923033529
1167.0,22.292742656999348
1168.0,19.00129600013426
1169.0,22.460269252617817
1170.0,18.656878434788947
1171.0,20.050737602289114
1172.0,19.39755585215636
1173.0,17.292202828389417
1174.0,19.82602234573433
1175.0,21.470379832978963
1176.0,19.616045902509754
1177.0,16.896464334825282
1178.0,23.269886881415978
1179.0,15.665618014882426
1180.0,14.688867223718294
1181.0,19.616794066890574
1182.0,16.505485796167324
1183.0,23.00585911230058
1184.0,19.59313332412184
1185.0,20.132964186406507
1186.0,19.08762597833888
1187.0,18.9664197208615
1188.0,20.071596921146536
1189.0,19.27768469943899
1190.0,18.757422221004415
1191.0,18.463274148156273
1192.0,18.153796311945868
1193.0,22.827149231431378
1194.0,20.319279740514727
1195.0,20.10151424829395
1196.0,19.974110292849716
1197.0,16.140839163151607
1198.0,22.69860282146249
1199.0,18.626614490454976
1200.0,20.259332013367118
1201.0,20.301686427894246
1202.0,17.156697372293856
1203.0,20.213396180996742
1204.0,19.902906130935886
1205.0,20.063065012590744
1206.0,20.0827138385065
1207.0,20.381376047801695
1208.0,18.179750020070834
1209.0,20.638950022647634
1210.0,23.058889874223834
1211.0,21.575601422812145
1212.0,22.27236707535498
1213.0,19.08776755680064
1214.0,18.918064030855028
1215.0,17.513170037637032
1216.0,18.08336017861118
1217.0,21.47585786078083
1218.0,17.84048271151745
1219.0,19.057880552561905
1220.0,19.973639658818207
1221.0,17.27988226186057
1222.0,19.098967126445167
1223.0,20.348255885538222
1224.0,19.8602228176887
1225.0,20.17086608292673
1226.0,19.619690885422266
1227.0,20.409206142420942
1228.0,18.031128011641385
1229.0,20.178977606570804
1230.0,19.873187136880613
1231.0,18.115293583219863
1232.0,16.41984011758577
1233.0,18.97595020562647
1234.0,21.067868387654514
1235.0,17.709398299546557
1236.0,19.282554514011782
1237.0,15.172851695243347
1238.0,18.353078950746692
1239.0,20.259396632731548
1240.0,18.819684225179902
1241.0,17.22231809546808
1242.0,19.81429819429264
1243.0,17.518371729157522
1244.0,17.93277300331579
1245.0,16.947265732729516
1246.0,18.04935967427491
1247.0,15.585574889265864
1248.0,20.87710020460381
1249.0,22.32199999674807
1250.0,19.811149440231247
1251.0,18.153034571134338
1252.0,16.115790685993197
1253.0,20.30558710559452
1254.0,19.727245492498717
1255.0,19.0209685678637
1256.0,20.09894676693578
1257.0,22.823408103458686
1258.0,20.03254416492871
1259.0,20.43880922535447
1260.0,18.581154890896386
1261.0,18.067210116722567
1262.0,21.04752780545682
1263.0,18.155147121893407
1264.0,21.355699490733677
1265.0,20.955051117501185
1266.0,19.21233767482138
1267.0,17.382797929695567
1268.0,21.265867609897885
1269.0,17.32037271019902
1270.0,18.866774977103724
1271.0,17.595499889863483
1272.0,16.032850687040906
1273.0,16.245740671741416
1274.0,17.81508724744493
1275.0,18.160012254821595
1276.0,18.064086439582457
1277.0,18.94828128173428
1278.0,19.704261783767347
1279.0,17.27739212670499
1280.0,21.845524782679686
1281.0,18.794661935655938
1282.0,19.314690789110994
1283.0,20.277668833654612
1284.0,18.11872243737221
1285.0,20.514293598533364
1286.0,22.932076647109668
1287.0,19.077066606617663
1288.0,18.96960436456142
